Starting training...
Epoch 1/100, Train Loss: 0.5643, Validation Loss: 0.1539, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 2/100, Train Loss: 0.1281, Validation Loss: 0.1367, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 3/100, Train Loss: 0.1294, Validation Loss: 0.1285, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 4/100, Train Loss: 0.1188, Validation Loss: 0.1190, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 5/100, Train Loss: 0.1127, Validation Loss: 0.1134, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 6/100, Train Loss: 0.1068, Validation Loss: 0.1068, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 7/100, Train Loss: 0.1012, Validation Loss: 0.1020, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 8/100, Train Loss: 0.0958, Validation Loss: 0.0968, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 9/100, Train Loss: 0.0901, Validation Loss: 0.0908, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 10/100, Train Loss: 0.0839, Validation Loss: 0.0843, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 11/100, Train Loss: 0.0769, Validation Loss: 0.0763, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 12/100, Train Loss: 0.0679, Validation Loss: 0.0697, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 13/100, Train Loss: 0.0627, Validation Loss: 0.0652, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 14/100, Train Loss: 0.0571, Validation Loss: 0.0570, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 15/100, Train Loss: 0.0504, Validation Loss: 0.0499, Train Accuracy: 0.9757, Validation Accuracy: 0.9723
Epoch 16/100, Train Loss: 0.0448, Validation Loss: 0.0456, Train Accuracy: 0.9836, Validation Accuracy: 0.9831
Epoch 17/100, Train Loss: 0.0411, Validation Loss: 0.0408, Train Accuracy: 0.9836, Validation Accuracy: 0.9831
Epoch 18/100, Train Loss: 0.0371, Validation Loss: 0.0384, Train Accuracy: 0.9895, Validation Accuracy: 0.9915
Epoch 19/100, Train Loss: 0.0344, Validation Loss: 0.0344, Train Accuracy: 0.9845, Validation Accuracy: 0.9838
Epoch 20/100, Train Loss: 0.0315, Validation Loss: 0.0320, Train Accuracy: 0.9850, Validation Accuracy: 0.9838
Epoch 21/100, Train Loss: 0.0291, Validation Loss: 0.0296, Train Accuracy: 0.9893, Validation Accuracy: 0.9885
Epoch 22/100, Train Loss: 0.0266, Validation Loss: 0.0263, Train Accuracy: 0.9886, Validation Accuracy: 0.9915
Epoch 23/100, Train Loss: 0.0246, Validation Loss: 0.0253, Train Accuracy: 0.9898, Validation Accuracy: 0.9915
Epoch 24/100, Train Loss: 0.0235, Validation Loss: 0.0227, Train Accuracy: 0.9914, Validation Accuracy: 0.9915
Epoch 25/100, Train Loss: 0.0225, Validation Loss: 0.0211, Train Accuracy: 0.9898, Validation Accuracy: 0.9923
Epoch 26/100, Train Loss: 0.0208, Validation Loss: 0.0213, Train Accuracy: 0.9914, Validation Accuracy: 0.9908
Epoch 27/100, Train Loss: 0.0196, Validation Loss: 0.0196, Train Accuracy: 0.9918, Validation Accuracy: 0.9923
Epoch 28/100, Train Loss: 0.0189, Validation Loss: 0.0175, Train Accuracy: 0.9927, Validation Accuracy: 0.9938
Epoch 29/100, Train Loss: 0.0177, Validation Loss: 0.0167, Train Accuracy: 0.9968, Validation Accuracy: 0.9969
Epoch 30/100, Train Loss: 0.0170, Validation Loss: 0.0183, Train Accuracy: 0.9893, Validation Accuracy: 0.9892
Epoch 31/100, Train Loss: 0.0168, Validation Loss: 0.0161, Train Accuracy: 0.9982, Validation Accuracy: 0.9962
Epoch 32/100, Train Loss: 0.0160, Validation Loss: 0.0149, Train Accuracy: 0.9980, Validation Accuracy: 0.9977
Epoch 33/100, Train Loss: 0.0149, Validation Loss: 0.0137, Train Accuracy: 0.9975, Validation Accuracy: 0.9985
Epoch 34/100, Train Loss: 0.0141, Validation Loss: 0.0138, Train Accuracy: 0.9989, Validation Accuracy: 0.9992
Epoch 35/100, Train Loss: 0.0131, Validation Loss: 0.0140, Train Accuracy: 0.9980, Validation Accuracy: 0.9977
Epoch 36/100, Train Loss: 0.0131, Validation Loss: 0.0118, Train Accuracy: 0.9982, Validation Accuracy: 0.9992
